"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"INTERNATIONAL JOURNAL OF HEALTH POLICY AND MANAGEMENT","","2322-5939","KERMAN UNIV MEDICAL SCIENCES","JAHAD BLVD, KERMAN, IRAN, 7619813159","English","Health Care Sciences & Services"
"INTERNATIONAL JOURNAL OF HEMATOLOGY","0925-5710","1865-3774","SPRINGER JAPAN KK","SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005","English","Hematology"
"INTERNATIONAL JOURNAL OF HYPERTENSION","2090-0384","2090-0392","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Cardiovascular & Respiratory Systems"
"INTERNATIONAL JOURNAL OF IMPLANT DENTISTRY","2198-4034","2198-4034","SPRINGER JAPAN KK","SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005","English","Dentistry/Oral Surgery & Medicine"
"INTERNATIONAL JOURNAL OF IMPOTENCE RESEARCH","0955-9930","1476-5489","SPRINGERNATURE","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Urology & Nephrology"
"INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES","1201-9712","1878-3511","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Clinical Immunology & Infectious Disease"
"INTERNATIONAL JOURNAL OF INTEGRATED CARE","1568-4156","1568-4156","UBIQUITY PRESS LTD","2N, 6 OSBORNE ST, LONDON, ENGLAND, E1 6TD","English","Health Care Sciences & Services"
"INTERNATIONAL JOURNAL OF LABORATORY HEMATOLOGY","1751-5521","1751-553X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Hematology"
"INTERNATIONAL JOURNAL OF LEGAL MEDICINE","0937-9827","1437-1596","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Research/Laboratory Medicine & Medical Technology"
"INTERNATIONAL JOURNAL OF LOWER EXTREMITY WOUNDS","1534-7346","1552-6941","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Surgery"
"INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS","1386-5056","1872-8243","ELSEVIER IRELAND LTD","ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000","English","Health Care Sciences & Services"
"INTERNATIONAL JOURNAL OF MEDICAL ROBOTICS AND COMPUTER ASSISTED SURGERY","1478-5951","1478-596X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Surgery"
"INTERNATIONAL JOURNAL OF MEDICAL SCIENCES","1449-1907","1449-1907","IVYSPRING INT PUBL","PO BOX 4546, LAKE HAVEN, AUSTRALIA, NSW, 2263","English","General & Internal Medicine"
"INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION","1557-1874","1557-1882","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Clinical Psychology & Psychiatry"
"INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH","1049-8931","1557-0657","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Psychology & Psychiatry"
"INTERNATIONAL JOURNAL OF NANOMEDICINE","1178-2013","1178-2013","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752","English","Pharmacology/Toxicology"
"INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY","1461-1457","1469-5111","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Neurology"
"INTERNATIONAL JOURNAL OF NURSING PRACTICE","1322-7114","1440-172X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Nursing"
"INTERNATIONAL JOURNAL OF OBESITY","0307-0565","1476-5497","SPRINGERNATURE","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Endocrinology, Metabolism & Nutrition"
"INTERNATIONAL JOURNAL OF OBSTETRIC ANESTHESIA","0959-289X","1532-3374","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Anesthesia & Intensive Care"
"INTERNATIONAL JOURNAL OF OPHTHALMOLOGY","2222-3959","2227-4898","IJO PRESS","NO 269 YOUYI EAST RD, XI AN, PEOPLES R CHINA, 710054","English",""
"INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY","0901-5027","1399-0020","CHURCHILL LIVINGSTONE","JOURNAL PRODUCTION DEPT, ROBERT STEVENSON HOUSE, 1-3 BAXTERS PLACE, LEITH WALK, EDINBURGH, SCOTLAND, MIDLOTHIAN, EH1 3AF","English","Dentistry/Oral Surgery & Medicine"
"INTERNATIONAL JOURNAL OF ORAL & MAXILLOFACIAL IMPLANTS","0882-2786","1942-4434","QUINTESSENCE PUBLISHING CO INC","4350 CHANDLER DRIVE, HANOVER PARK, USA, IL, 60133","English","Dentistry/Oral Surgery & Medicine"
"INTERNATIONAL JOURNAL OF PAEDIATRIC DENTISTRY","0960-7439","1365-263X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Dentistry/Oral Surgery & Medicine"
"INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY","0165-5876","1872-8464","ELSEVIER IRELAND LTD","ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000","English","Otolaryngology"
"INTERNATIONAL JOURNAL OF PERIODONTICS & RESTORATIVE DENTISTRY","0198-7569","1945-3388","QUINTESSENCE PUBLISHING CO INC","4350 CHANDLER DRIVE, HANOVER PARK, USA, IL, 60133","English","Dentistry/Oral Surgery & Medicine"
"INTERNATIONAL JOURNAL OF PROSTHODONTICS","0893-2174","1942-4426","QUINTESSENCE PUBLISHING CO INC","4350 CHANDLER DRIVE, HANOVER PARK, USA, IL, 60133","English","Dentistry/Oral Surgery & Medicine"
"INTERNATIONAL JOURNAL OF PSYCHIATRY IN CLINICAL PRACTICE","1365-1501","1471-1788","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Clinical Psychology & Psychiatry"
"INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE","0091-2174","1541-3527","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Clinical Psychology & Psychiatry"
"INTERNATIONAL JOURNAL OF PUBLIC HEALTH","1661-8556","1661-8564","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015","English","Environmental Medicine & Public Health"
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","0360-3016","1879-355X","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Radiology, Nuclear Medicine & Imaging"
"INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH","0342-5282","1473-5660","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Orthopedics, Rehabilitation & Sports Medicine"
"INTERNATIONAL JOURNAL OF SPORT NUTRITION AND EXERCISE METABOLISM","1526-484X","1543-2742","HUMAN KINETICS PUBL INC","1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200","English","Orthopedics, Rehabilitation & Sports Medicine"
"INTERNATIONAL JOURNAL OF STD & AIDS","0956-4624","1758-1052","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Clinical Immunology & Infectious Disease"
"INTERNATIONAL JOURNAL OF STROKE","1747-4930","1747-4949","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Cardiovascular & Respiratory Systems"
"INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY","1066-8969","1940-2465","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Research/Laboratory Medicine & Medical Technology"
"INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE","0266-4623","1471-6348","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Health Care Sciences & Services"
"INTERNATIONAL JOURNAL OF TRANSGENDER HEALTH","2689-5269","2689-5277","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","","Environmental Medicine & Public Health"
"INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE","1027-3719","1815-7920","INT UNION AGAINST TUBERCULOSIS LUNG DISEASE (I U A T L D)","68 BOULEVARD SAINT-MICHEL,, PARIS, FRANCE, 75006","Multi-Language","Cardiovascular & Respiratory Systems"
"INTERNATIONAL JOURNAL OF UROLOGY","0919-8172","1442-2042","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Urology & Nephrology"
"INTERNATIONAL JOURNAL OF WOMENS HEALTH","1179-1411","1179-1411","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752","English","Reproductive Medicine"
"INTERNATIONAL NEUROUROLOGY JOURNAL","2093-4777","2093-6931","KOREAN CONTINENCE SOC","DEPT UROLOGY, AJOU UNIV COLL MEDICINE, SAN 5 WONCHEN-DONG, YEONGOTONG-GU, SOUTH KOREA, SUWON, 443-721","English",""
"INTERNATIONAL ORTHOPAEDICS","0341-2695","1432-5195","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","Multi-Language","Orthopedics, Rehabilitation & Sports Medicine"
"INTERNATIONAL PSYCHOGERIATRICS","1041-6102","1741-203X","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Clinical Psychology & Psychiatry"
"INTERNATIONAL SURGERY","0020-8868","2520-2456","INT COLLEGE OF SURGEONS","1516 N LAKE SHORE DR, CHICAGO, USA, IL, 60610","English","Surgery"
"INTERNATIONAL UROGYNECOLOGY JOURNAL","0937-3462","1433-3023","SPRINGER LONDON LTD","236 GRAYS INN RD, 6TH FLOOR, LONDON, ENGLAND, WC1X 8HL","English","Reproductive Medicine"
"INTERNATIONAL UROLOGY AND NEPHROLOGY","0301-1623","1573-2584","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Urology & Nephrology"
"INTERNATIONAL WOUND JOURNAL","1742-4801","1742-481X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Surgery"
"INTERNET INTERVENTIONS-THE APPLICATION OF INFORMATION TECHNOLOGY IN MENTAL AND BEHAVIOURAL HEALTH","2214-7829","2214-7829","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Health Care Sciences & Services"
"INTERNIST","0020-9554","1432-1289","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","German","General & Internal Medicine"
"INVESTIGATIONAL NEW DRUGS","0167-6997","1573-0646","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Pharmacology/Toxicology"
"INVESTIGATIVE AND CLINICAL UROLOGY","2466-0493","2466-054X","KOREAN UROLOGICAL ASSOC","RM 103-1102, PARK TOWER OFFICETEL 5-19, YONGSAN-DONG, YONGSAN-GU, SEOUL, SOUTH KOREA, 140-904","English","Urology & Nephrology"
"INVESTIGATIVE RADIOLOGY","0020-9996","1536-0210","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Radiology, Nuclear Medicine & Imaging"
"IN VIVO","0258-851X","1791-7549","INT INST ANTICANCER RESEARCH","EDITORIAL OFFICE 1ST KM KAPANDRITIOU-KALAMOU RD KAPANDRITI, PO BOX 22, ATHENS, GREECE, 19014","English","Research/Laboratory Medicine & Medical Technology"
"IRISH JOURNAL OF MEDICAL SCIENCE","0021-1265","1863-4362","SPRINGER LONDON LTD","236 GRAYS INN RD, 6TH FLOOR, LONDON, ENGLAND, WC1X 8HL","English","General & Internal Medicine"
"ISRAEL MEDICAL ASSOCIATION JOURNAL","1565-1088","1565-1088","ISRAEL MEDICAL ASSOC JOURNAL","2 TWIN TOWERS, 11TH FL, 35 JABOTINSKY ST, PO BOX 3604, RAMAT GAN, ISRAEL, 52136","English","General & Internal Medicine"
"JACC-BASIC TO TRANSLATIONAL SCIENCE","2452-302X","2452-302X","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Cardiovascular & Respiratory Systems"
"JACC: CARDIOONCOLOGY","2666-0873","2666-0873","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Cardiovascular & Respiratory Systems"
"JACC-CARDIOVASCULAR IMAGING","1936-878X","1876-7591","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Cardiovascular & Respiratory Systems"
"JACC-CARDIOVASCULAR INTERVENTIONS","1936-8798","1876-7605","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Cardiovascular & Respiratory Systems"
"JACC-CLINICAL ELECTROPHYSIOLOGY","2405-500X","2405-5018","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","","Cardiovascular & Respiratory Systems"
"JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES","1525-4135","1077-9450","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Clinical Immunology & Infectious Disease"
"JAMA DERMATOLOGY","2168-6068","2168-6084","AMER MEDICAL ASSOC","330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885","English","Dermatology"
"JAMA INTERNAL MEDICINE","2168-6106","2168-6114","AMER MEDICAL ASSOC","330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885","English","General & Internal Medicine"
"JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION","0098-7484","1538-3598","AMER MEDICAL ASSOC","330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885","English","General & Internal Medicine"
"JAMA NETWORK OPEN","2574-3805","2574-3805","AMER MEDICAL ASSOC","330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885","English","General & Internal Medicine"
"JAMA NEUROLOGY","2168-6149","2168-6157","AMER MEDICAL ASSOC","330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885","English","Neurology"
"JAMA ONCOLOGY","2374-2437","2374-2445","AMER MEDICAL ASSOC","330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885","English","Oncology"
"JAMA OPHTHALMOLOGY","2168-6165","2168-6173","AMER MEDICAL ASSOC","330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885","English","Ophthalmology"
"JAMA OTOLARYNGOLOGY-HEAD & NECK SURGERY","2168-6181","2168-619X","AMER MEDICAL ASSOC","330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885","English","Otolaryngology"
"JAMA PEDIATRICS","2168-6203","2168-6211","AMER MEDICAL ASSOC","330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885","English","Pediatrics"
"JAMA PSYCHIATRY","2168-622X","2168-6238","AMER MEDICAL ASSOC","330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885","English","Clinical Psychology & Psychiatry"
"JAMA SURGERY","2168-6254","2168-6262","AMER MEDICAL ASSOC","330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885","English","Surgery"
"JAPANESE DENTAL SCIENCE REVIEW","1882-7616","2213-6851","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Dentistry/Oral Surgery & Medicine"
"JAPANESE JOURNAL OF CLINICAL ONCOLOGY","0368-2811","1465-3621","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Oncology"
"JAPANESE JOURNAL OF OPHTHALMOLOGY","0021-5155","1613-2246","SPRINGER JAPAN KK","SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005","English","Ophthalmology"
"JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY","1525-3961","1438-7573","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Otolaryngology"
"JBI EVIDENCE IMPLEMENTATION","2691-3321","2691-3321","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","","General & Internal Medicine"
"JCI INSIGHT","2324-7703","2379-3708","AMER SOC CLINICAL INVESTIGATION INC","2015 MANCHESTER RD, ANN ARBOR, USA, MI, 48104","English","Research/Laboratory Medicine & Medical Technology"
"JCO ONCOLOGY PRACTICE","2688-1527","2688-1535","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","","Oncology"
"JCO PRECISION ONCOLOGY","2473-4284","2473-4284","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","","Oncology"
"JCR-JOURNAL OF CLINICAL RHEUMATOLOGY","1076-1608","1536-7355","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Rheumatology"
"JMIR MENTAL HEALTH","2368-7959","2368-7959","JMIR PUBLICATIONS, INC","130 QUEENS QUAY E, STE 1102, TORONTO, CANADA, ON, M5A 0P6","English","Clinical Psychology & Psychiatry"
"JMIR MHEALTH AND UHEALTH","2291-5222","2291-5222","JMIR PUBLICATIONS, INC","130 QUEENS QUAY E, STE 1102, TORONTO, CANADA, ON, M5A 0P6","English","Health Care Sciences & Services"
"JMIR PUBLIC HEALTH AND SURVEILLANCE","2369-2960","2369-2960","JMIR PUBLICATIONS, INC","130 QUEENS QUAY E, STE 1102, TORONTO, CANADA, ON, M5A 0P6","English","Environmental Medicine & Public Health"
"JNCI-JOURNAL OF THE NATIONAL CANCER INSTITUTE","0027-8874","1460-2105","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Oncology"
"JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING","0884-2175","1552-6909","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Nursing"
"JOINT BONE SPINE","1297-319X","1778-7254","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","65 RUE CAMILLE DESMOULINS, CS50083, ISSY-LES-MOULINEAUX, FRANCE, 92442","English","Rheumatology"
"JORDAN JOURNAL OF BIOLOGICAL SCIENCES","1995-6673","","HASHEMITE UNIV","DEANSHIP ACAD RES & GRADUATE STUD, PO BOX 330127, ZARKA, JORDAN, PC 13133","",""
"JOURNAL FRANCAIS D OPHTALMOLOGIE","0181-5512","1773-0597","MASSON EDITEUR","21 STREET CAMILLE DESMOULINS, ISSY, MOULINEAUX CEDEX 9, FRANCE, 92789","French","Ophthalmology"
"JOURNAL FUR KARDIOLOGIE","1024-0098","1680-936X","KRAUSE & PACHERNEGG GMBH","MOZARTGASSE 10, GABLITZ, AUSTRIA, 3003","",""
"JOURNAL OF AAPOS","1091-8531","1528-3933","MOSBY-ELSEVIER","360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710","English","Ophthalmology"
"JOURNAL OF ADDICTION MEDICINE","1932-0620","1935-3227","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Clinical Psychology & Psychiatry"
"JOURNAL OF ADHESIVE DENTISTRY","1461-5185","1757-9988","QUINTESSENCE PUBLISHING CO INC","4350 CHANDLER DRIVE, HANOVER PARK, USA, IL, 60133","English","Dentistry/Oral Surgery & Medicine"
"JOURNAL OF ADOLESCENT HEALTH","1054-139X","1879-1972","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Pediatrics"
"JOURNAL OF AEROSOL MEDICINE AND PULMONARY DRUG DELIVERY","1941-2711","1941-2703","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801","English","Cardiovascular & Respiratory Systems"
"JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY","0091-6749","1097-6825","MOSBY-ELSEVIER","360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710","English","Clinical Immunology & Infectious Disease"
"JOURNAL OF ALTERNATIVE AND COMPLEMENTARY MEDICINE","1075-5535","1557-7708","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801","English","Health Care Sciences & Services"
"JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY","0305-7453","1460-2091","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Pharmacology/Toxicology"
"JOURNAL OF APPLIED BIOMECHANICS","1065-8483","1543-2688","HUMAN KINETICS PUBL INC","1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200","English","Orthopedics, Rehabilitation & Sports Medicine"
"JOURNAL OF ARTHROPLASTY","0883-5403","1532-8406","CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS","CURTIS CENTER, INDEPENDENCE SQUARE WEST, PHILADELPHIA, USA, PA, 19106-3399","English","Orthopedics, Rehabilitation & Sports Medicine"
"JOURNAL OF ASSISTED REPRODUCTION AND GENETICS","1058-0468","1573-7330","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013","English","Reproductive Medicine"
"JOURNAL OF ASTHMA","0277-0903","1532-4303","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Cardiovascular & Respiratory Systems"
"JOURNAL OF ASTHMA AND ALLERGY","1178-6965","1178-6965","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752","English","Clinical Immunology & Infectious Disease"
"JOURNAL OF ATHEROSCLEROSIS AND THROMBOSIS","1340-3478","1880-3873","JAPAN ATHEROSCLEROSIS SOC","NICHINAI-KAIKAN B1, 3-28-8 HONGO BUNKYO-KU, TOKYO, JAPAN, 113-0033","English","Cardiovascular & Respiratory Systems"
"JOURNAL OF ATHLETIC TRAINING","1062-6050","1938-162X","NATL ATHLETIC TRAINERS ASSOC INC","2952 STEMMONS FREEWAY, DALLAS, USA, TX, 75247","English","Orthopedics, Rehabilitation & Sports Medicine"
"JOURNAL OF ATTENTION DISORDERS","1087-0547","1557-1246","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Clinical Psychology & Psychiatry"
"JOURNAL OF BASIC AND CLINICAL PHYSIOLOGY AND PHARMACOLOGY","0792-6855","2191-0286","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","",""
"JOURNAL OF BEHAVIORAL ADDICTIONS","2062-5871","2063-5303","AKADEMIAI KIADO ZRT","BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117","English",""
"JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH","1094-3412","1556-3308","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Health Care Sciences & Services"
"JOURNAL OF BIOMEDICAL INFORMATICS","1532-0464","1532-0480","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Health Care Sciences & Services"
"JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME","0021-9355","1535-1386","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Orthopedics, Rehabilitation & Sports Medicine"
"JOURNAL OF BURN CARE & RESEARCH","1559-047X","1559-0488","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Surgery"
"JOURNAL OF CANCER EDUCATION","0885-8195","1543-0154","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Oncology"
"JOURNAL OF CANCER SURVIVORSHIP","1932-2259","1932-2267","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Oncology"
"JOURNAL OF CARDIAC FAILURE","1071-9164","1532-8414","CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS","CURTIS CENTER, INDEPENDENCE SQUARE WEST, PHILADELPHIA, USA, PA, 19106-3399","English","Cardiovascular & Respiratory Systems"
"JOURNAL OF CARDIOLOGY","0914-5087","1876-4738","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Cardiovascular & Respiratory Systems"
"JOURNAL OF CARDIOPULMONARY REHABILITATION AND PREVENTION","1932-7501","1932-751X","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Cardiovascular & Respiratory Systems"
"JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA","1053-0770","1532-8422","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Anesthesia & Intensive Care"
"JOURNAL OF CARDIOTHORACIC SURGERY","1749-8090","1749-8090","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Cardiovascular & Respiratory Systems"
"JOURNAL OF CARDIOVASCULAR COMPUTED TOMOGRAPHY","1934-5925","1934-5925","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Radiology, Nuclear Medicine & Imaging"
"JOURNAL OF CARDIOVASCULAR DEVELOPMENT AND DISEASE","2308-3425","2308-3425","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Cardiovascular & Respiratory Systems"
"JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY","1045-3873","1540-8167","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Cardiovascular & Respiratory Systems"
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","1097-6647","1532-429X","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Radiology, Nuclear Medicine & Imaging"
