"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"ATHENAEUM-STUDI PERIODICI DI LETTERATURA E STORIA DELL ANTICHITA","0004-6574","0004-6574","NEW PRESS SNC","VIA CARSO, 18-20, COMO, ITALY, 22100","","Classical Studies"
"ATLANTIS-JOURNAL OF THE SPANISH ASSOCIATION OF ANGLO-AMERICAN STUDIES","0210-6124","1989-6840","ASOC ESPANOLA ESTUDIOS ANGLO-NORTEAMERICANOS-AEDEAN","C/O DEPT FILOLOFIA INGLESA I, UNIV  COMPLUTENSE DE MADRID, FAC FILOLOGIA, MADRID, SPAIN, 28040","English","Language & Linguistics"
"A + U-ARCHITECTURE AND URBANISM","0389-9160","","A & U PUBL CO LTD","30-8 YUSHIMA 2-CHOME BUNKYO-KU, TOKYO, JAPAN, 113","","Art & Architecture"
"AUGUSTINIAN STUDIES","0094-5323","2153-7917","PHILOSOPHY DOCUMENTATION CENTER","PO BOX 7147, CHARLOTTESVILLE, USA, VA, 22906-7147","","Religion & Theology"
"AULA ORIENTALIS","0212-5730","","EDITORIAL AUSA","APDO 101, SABADELL, BARCELONA, SPAIN, 08280","","Archaeology"
"AUSTRALASIAN JOURNAL OF PHILOSOPHY","0004-8402","1471-6828","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Philosophy"
"AUSTRALIAN ARCHAEOLOGY","0312-2417","2470-0363","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Archaeology"
"AUSTRALIAN HISTORICAL STUDIES","1031-461X","1940-5049","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","History"
"AUSTRALIAN JOURNAL OF FRENCH STUDIES","0004-9468","2046-2913","LIVERPOOL UNIV PRESS","4 CAMBRIDGE ST, LIVERPOOL, ENGLAND, L69 7ZU","","Literature"
"AUSTRALIAN JOURNAL OF POLITICS AND HISTORY","0004-9522","1467-8497","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","History"
"AUSTRALIAN LITERARY STUDIES","0004-9697","1837-6479","UNIV QUEENSLAND AUSTRALIAN LITERARY STUDIES","DEPT ENGLISH PO BOX 88, ST LUCIA, AUSTRALIA, QLD, 4067","","Literature"
"AUSTRIAN HISTORY YEARBOOK","0067-2378","1558-5255","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History"
"AUT AUT","0005-0601","","GRUPPO EDITORIALE SAGGIATORE","VIA MELZO 9, MILANO, ITALY, 20129","","General"
"AVANT SCENE OPERA","0295-1371","","AVANT-SCENE OPERA","EDITIONS PREMIERES LOGES 15, RUE TIQUETONNE, PARIS, FRANCE, 75002","","Performing Arts"
"AYER","1134-2277","","ASSOC HISTORIA CONTEMPORANEA & MARCIAL PONS, EDICIONES HISTORIA, S A","C/ SAN SOTERO, 6, MADRID, SPAIN, 28037","Spanish","History"
"AZANIA-ARCHAEOLOGICAL RESEARCH IN AFRICA","0067-270X","1945-5534","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Archaeology"
"BABEL-REVUE INTERNATIONALE DE LA TRADUCTION-INTERNATIONAL JOURNAL OF TRANSLATION","0521-9744","1569-9668","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","Multi-Language","Language & Linguistics"
"BACH","0005-3600","0005-3600","RIEMENSCHNEIDER BACH INST","BALDWIN-WALLACE COLLEGE 275 EASTLAND ROAD, BEREA, USA, OH, 44017-2088","","Performing Arts"
"BEITRAGE ZUR GESCHICHTE DER DEUTSCHEN SPRACHE UND LITERATUR","0005-8076","1865-9373","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","","Language & Linguistics"
"BELLETEN","0041-4255","","TURK TARIH KURUMU","KIZILAY SOKAK NO 1, SIHHIYE, TURKEY, ANKARA, 06100","","History"
"BEN JONSON JOURNAL","1079-3453","1755-165X","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","","Literature"
"BIBLICA","0006-0887","0006-0887","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000","","Religion & Theology"
"BIBLICAL INTERPRETATION-A JOURNAL OF CONTEMPORARY APPROACHES","0927-2569","1568-5152","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","","Religion & Theology"
"BIBLIOTHEQUE DE L ECOLE DES CHARTES","0373-6237","1953-8138","LIBRAIRIE DROZ SA","11 RUE MASSOT CASE POSTALE 389, GENEVA 12, SWITZERLAND, 1211","","History"
"BIBLIOTHEQUE D HUMANISME ET RENAISSANCE","0006-1999","","LIBRAIRIE DROZ SA","11 RUE MASSOT CASE POSTALE 389, GENEVA 12, SWITZERLAND, 1211","","History"
"BIBLISCHE ZEITSCHRIFT","0006-2014","0006-2014","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","","Religion & Theology"
"BIJDRAGEN TOT DE TAAL- LAND- EN VOLKENKUNDE","0006-2294","2213-4379","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","Dutch, English","General"
"BIOGRAPHY-AN INTERDISCIPLINARY QUARTERLY","0162-4962","1529-1456","UNIV HAWAII PRESS","2840 KOLOWALU ST, HONOLULU, USA, HI, 96822","","Literature"
"BIOLOGY & PHILOSOPHY","0169-3867","1572-8404","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Philosophy"
"BIOSCOPE-SOUTH ASIAN SCREEN STUDIES","0974-9276","0976-352X","SAGE PUBLICATIONS INDIA  PVT LTD","B-1-I-1 MOHAN CO-OPERATIVE INDUSTRIAL AREA, MATHURA RD, POST BAG NO 7, NEW DELHI, INDIA, 110 044","","Performing Arts"
"BIOSEMIOTICS","1875-1342","1875-1350","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","General"
"BMGN-THE LOW COUNTRIES HISTORICAL REVIEW","0165-0505","2211-2898","KONINKLIJK NEDERLANDS HISTORISCH GENOOTSCHAP","PO BOX 90406, HAGUE, NETHERLANDS, 2509 LK","Dutch, English","History"
"BOLETIN DE LA REAL ACADEMIA ESPANOLA","0210-4822","2445-0898","REAL ACAD ESPANOLA","FELIPE IV, 4, MADRID, SPAIN, ES 28014","","Literature"
"BOLETIN DEL MUSEO CHILENO DE ARTE PRECOLOMBINO","0716-1530","0718-6894","MUSEO CHILENO ARTE PRECOLOMBINO","BANDERA 361, CASILLA 3687, SANTIAGO, CHILE, 00000","","Art & Architecture"
"BOLLETTINO DI STORIA DELLE SCIENZE MATEMATICHE","0392-4432","1724-1650","FABRIZIO SERRA EDITORE","PO BOX  NO,1, SUCC NO. 8, PISA, ITALY, I-56123","Multi-Language","History"
"BOOK COLLECTOR","0006-7237","","COLLECTOR LTD","43 GORDON SQUARE, LONDON, ENGLAND, WC1H 0PD","","General"
"BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE","0190-3659","1527-2141","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","English","Literature"
"BRITAIN AND THE WORLD","2043-8567","2043-8575","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","English","History"
"BRITISH CATHOLIC HISTORY","2055-7973","2055-7981","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","","Religion & Theology"
"BRITISH JOURNAL FOR THE HISTORY OF PHILOSOPHY","0960-8788","1469-3526","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Philosophy"
"BRITISH JOURNAL FOR THE HISTORY OF SCIENCE","0007-0874","1474-001X","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History"
"BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE","0007-0882","1464-3537","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Philosophy"
"BRITISH JOURNAL OF AESTHETICS","0007-0904","1468-2842","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","Philosophy"
"BRITISH JOURNAL OF CANADIAN STUDIES","0269-9222","1757-8078","LIVERPOOL UNIV PRESS","4 CAMBRIDGE ST, LIVERPOOL, ENGLAND, L69 7ZU","","General"
"BRITISH JOURNAL OF MUSIC EDUCATION","0265-0517","1469-2104","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Performing Arts"
"BRONTE STUDIES","1474-8932","1745-8226","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Literature"
"BRUNIANA & CAMPANELLIANA","1125-3819","1724-0441","FABRIZIO SERRA EDITORE","PO BOX  NO,1, SUCC NO. 8, PISA, ITALY, I-56123","","History"
"BUDDHIST STUDIES REVIEW","0265-2897","1747-9681","EQUINOX PUBLISHING LTD","415, THE WORKSTATION, 15 PATERNOSTER ROW, SHEFFIELD, ENGLAND, S1 2BX","","Religion & Theology"
"BUILDINGS & LANDSCAPES-JOURNAL OF THE VERNACULAR ARCHITECTURE FORUM","1936-0886","1934-6832","UNIV MINNESOTA PRESS","MILL PLACE, SUITE 290 111 THIRD AVE S, MINNEAPOLIS, USA, MN, 55401-2520","","Art & Architecture"
"BULGARIAN HISTORICAL REVIEW-REVUE BULGARE D HISTOIRE","0204-8906","","PUBL HOUSE BULGARIAN ACAD SCI","ACADEMICIAN G BONCEV ST, SOFIA, BULGARIA, 1113","","History"
"BULLETIN DE CORRESPONDANCE HELLENIQUE","0007-4217","2241-0104","DIFFUSION DE BOCCARD","11 RUE DE MEDICIS, PARIS, FRANCE, 75006","","Archaeology"
"BULLETIN HISPANIQUE","0007-4640","","PRESSES UNIV BORDEAUX","UNIV MICHEL MONTAIGNE BORDEAUX, DOMAINE UNIV, PESSAC CEDEX, FRANCE, 33610","","Literature"
"BULLETIN MONUMENTAL","0007-473X","","SOC FR ARCHEOLOGIE MUSEE MONUMENT FRANCAIS","PALAIS DE CHAILLOT AILE DE PARIS, PARIS, FRANCE, 75016","","Archaeology"
"BULLETIN OF HISPANIC STUDIES","1475-3839","1478-3398","LIVERPOOL UNIV PRESS","4 CAMBRIDGE ST, LIVERPOOL, ENGLAND, L69 7ZU","","Literature"
"BULLETIN OF SPANISH STUDIES","1475-3820","1478-3428","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Literature"
"BULLETIN OF THE AMERICAN SCHOOLS OF ORIENTAL RESEARCH","0003-097X","2161-8062","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","","Archaeology"
"BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS","0003-1186","1938-6958","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000","","Archaeology"
"BULLETIN OF THE COMEDIANTES","0007-5108","1944-0928","AUBURN UNIV","DEPT FOREIGN LANGUAGES, AUBURN, USA, AL, 36849","","Performing Arts"
"BULLETIN OF THE COUNCIL FOR RESEARCH IN MUSIC EDUCATION","0010-9894","2162-7223","UNIV ILLINOIS PRESS","1325 S OAK ST, CHAMPAIGN, USA, IL, 61820-6903","","Performing Arts"
"BULLETIN OF THE HISTORY OF MEDICINE","0007-5140","1086-3176","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","English","History"
"BULLETIN OF THE INSTITUTE OF CLASSICAL STUDIES","0076-0730","2041-5370","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","Classical Studies"
"BULLETIN OF THE INSTITUTE OF HISTORY AND PHILOLOGY ACADEMIA SINICA","1012-4195","","ACAD SINICA-INST HISTORY PHILOLOGY","EDITORIAL COMMITTEE, TAIPEI, TAIWAN, 11529","","General"
"BULLETIN OF THE SCHOOL OF ORIENTAL AND AFRICAN STUDIES-UNIVERSITY OF LONDON","0041-977X","1474-0699","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","","General"
"BULLETON OF THE JOHN RYLANDS LIBRARY","2054-9318","2054-9326","MANCHESTER UNIV PRESS","ALTRINCHAM ST, FLOOR J, RENOLD BUILDING, MANCHESTER, ENGLAND, M1 7JA","","General"
"BURLINGTON MAGAZINE","0007-6287","2044-9925","BURLINGTON MAG PUBL LTD","14-16 DUKES RD, LONDON, ENGLAND, WC1H 9AD","","Art & Architecture"
"BYU STUDIES QUARTERLY","2167-8472","2167-8480","BRIGHAM YOUNG UNIV","290 LIFE SCIENCE MUSEUM, PROVO, USA, UT, 84602","","General"
"BYZANTINE AND MODERN GREEK STUDIES","0307-0131","1749-625X","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","","General"
"BYZANTINISCHE ZEITSCHRIFT","0007-7704","1868-9027","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","","General"
"CAHIERS DE CIVILISATION MEDIEVALE","0007-9731","2119-1026","CENTRE ETUD SUPERIEUR CIV MED","24 RUE DE LA CHAINE, POTTIERS CEDEX, FRANCE, F-86022","","History"
"CAHIERS DU MONDE RUSSE","1252-6576","1777-5388","EDITIONS ECOLE HAUTESETUDES & SCIENCES SOCIALES","131 BD. SAINT-MICHEL, PARIS, FRANCE, 75005","","History"
"CAHIERS ELISABETHAINS","0184-7678","2054-4715","UNIV  MONTPELLIER III-PAUL VALERY","CENTRE D ETUDES RECHERCHES RENAISSANCE ANGLAISE, ROUTE MENDE, MONTPELLIER-CEDEX 5, FRANCE, 34199","","Literature"
"CAHIERS VICTORIENS & EDOUARDIENS","0220-5610","2271-6149","UNIV P MONTPELLIERI III-PAUL VALERY, SERVICES PUBLICATIONS","ROUTE MENDE, BP 5043, MONTPELLIER-CEDEX 1, FRANCE, 34032","English, French","Literature"
"CALIFORNIA HISTORY","0162-2897","2327-1485","CALIFORNIA HISTORICAL SOC","678 MISSION ST, SAN FRANCISCO, USA, CA, 94105-4014","","History"
"CALLALOO","0161-2492","1080-6512","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","","Literature"
"CAMBRIAN MEDIEVAL CELTIC STUDIES","1353-0089","","CMCS, DEPT WELSH","OLD COLLEGE, KING ST, ABERYSTWYTH, WALES, SY23 2AX","","General"
"CAMBRIDGE ARCHAEOLOGICAL JOURNAL","0959-7743","1474-0540","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","","Archaeology"
"CAMBRIDGE CLASSICAL JOURNAL","1750-2705","2047-993X","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","","Classical Studies"
"CAMBRIDGE JOURNAL OF POSTCOLONIAL LITERARY INQUIRY","2052-2614","2052-2622","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","","Literature"
"CAMBRIDGE OPERA JOURNAL","0954-5867","1474-0621","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","","Performing Arts"
"CAMBRIDGE QUARTERLY","0008-199X","1471-6836","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","Literature"
"CAMERA OBSCURA","0270-5346","1529-1510","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","","Performing Arts"
"CANADIAN HISTORICAL REVIEW","0008-3755","1710-1093","UNIV TORONTO PRESS INC","JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO, CANADA, ON, M3H 5T8","English","History"
"CANADIAN JOURNAL OF LINGUISTICS-REVUE CANADIENNE DE LINGUISTIQUE","0008-4131","1710-1115","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","","Language & Linguistics"
"CANADIAN JOURNAL OF PHILOSOPHY","0045-5091","1911-0820","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","","Philosophy"
"CANADIAN LITERATURE","0008-4360","0008-4360","UNIV BRITISH COLUMBIA","ANTHROPOLOGY & SOCIOLOGY BLDG,, RM 8, 6303 NW MARINE DR, VANCOUVER BC, CANADA, V6T 1Z1","","Literature"
"CANADIAN REVIEW OF AMERICAN STUDIES","0007-7720","1710-114X","UNIV TORONTO PRESS INC","JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO, CANADA, ON, M3H 5T8","","General"
"CANADIAN THEATRE REVIEW","0315-0836","1920-941X","UNIV TORONTO PRESS INC","JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO, CANADA, ON, M3H 5T8","","Performing Arts"
"CARAVELLE","1147-6753","2272-9828","PRESSES UNIV MIDI-PUM","5 ALLEES ANTONIO MACHADO, TOULOUSE, FRANCE, F-31058","French, Portuguese, Spanish","General"
"CATHOLIC BIBLICAL QUARTERLY","0008-7912","2163-2529","CATHOLIC BIBLICAL ASSOC AMER","CATHOLIC UNIV AMERICA, 620 MICHIGAN AVE, NE, WASHINGTON, USA, DC, 20064","","Religion & Theology"
"CATHOLIC HISTORICAL REVIEW","0008-8080","1534-0708","CATHOLIC UNIV AMER PRESS","620 MICHIGAN AVENUE NE ADMIN BLDG ROOM 303, WASHINGTON, USA, DC, 20064","","History"
"CEA CRITIC","0007-8069","2327-5898","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","","Literature"
"CELEBRITY STUDIES","1939-2397","1939-2400","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","General"
"CENTAURUS","0008-8994","1600-0498","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","History"
"CENTRAL ASIATIC JOURNAL","0008-9192","","VERLAG OTTO HARRASSOWITZ","TAUMUSSTR 14,, WIESBADEN, GERMANY, 65183","","General"
"CENTRAL EUROPE","1479-0963","1745-8218","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","History"
"CENTRAL EUROPEAN HISTORY","0008-9389","1569-1616","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","History"
"CERAMICS-ART AND PERCEPTION","1035-1841","1035-1841","MANSFIELD CERAMICS PTY LTD","100 WOODBURN RD, GULGONG, AUSTRALIA, NSW 2852","","Art & Architecture"
"CESKA LITERATURA","0009-0468","","CZECH ACAD SCIENCES, INST CZECH LITERATURE","NA FLORENCI 3, PP 14, PRAGUE 1, CZECH REPUBLIC, 110 15","","Literature"
"CHANGE OVER TIME-AN INTERNATIONAL JOURNAL OF CONSERVATION AND THE BUILT ENVIRONMENT","2153-053X","2153-0548","UNIV PENNSYLVANIA PRESS","JOURNALS DIVISION, 3905 SPRUCE STREET, PHILADELPHIA, USA, PA, 19104","","Art & Architecture"
"CHASQUI-REVISTA DE LITERATURA LATINOAMERICANA","0145-8973","2327-4247","ARIZONA STATE UNIV","C/O DAVID WILLIAM FOSTER, SCH INT LETTERS & CULTURES, TEMPE, USA, ARIZONA, 85287-0202","","Literature"
"CHAUCER REVIEW","0009-2002","1528-4204","PENN STATE UNIV PRESS","820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802","","Literature"
"CHICAGO REVIEW","0009-3696","2327-5804","CHICAGO REVIEW","935 E 60 ST, CHICAGO, USA, IL, 60637","","Literature"
"CHILDRENS LITERATURE IN EDUCATION","0045-6713","1573-1693","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","","Literature"
"CHINESE STUDIES IN HISTORY","0009-4633","1558-0407","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","History"
"CHRISTIAN BIOETHICS","1380-3603","1744-4195","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","Philosophy"
"CHURCH HISTORY","0009-6407","1755-2613","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","","Religion & Theology"
"CINEASTE","0009-7004","0009-7004","CINEASTE","200 PARK AVE SOUTH, NEW YORK, USA, NY, 10003","","Performing Arts"
"CINEFORUM","0009-7039","0009-7039","FEDERAZIONE ITALIANA CINEFORUM","VIA PASCOLI 3, BERGAMO, ITALY, 24100","","Performing Arts"
"CINEMA JOURNAL","0009-7101","1527-2087","UNIV TEXAS PRESS","JOURNAL DIV, 2100 COMAL, AUSTIN, USA, TX, 78722","","Performing Arts"
"CINEMAS D AMERIQUE LATINE","1267-4397","","PRESSES UNIV MIDI-PUM","5 ALLEES ANTONIO MACHADO, TOULOUSE, FRANCE, F-31058","","Performing Arts"
"CITHARA-ESSAYS IN THE JUDEO-CHRISTIAN TRADITION","0009-7527","","ST BONAVENTURE UNIV","ST BONAVENTURE, USA, NY, 14778","","General"
"CIVIL WAR HISTORY","0009-8078","1533-6271","KENT STATE UNIV PRESS","C/O JOURNALS DEPT, KENT, USA, OH, 44242","","History"
"CLA JOURNAL-COLLEGE LANGUAGE ASSOCIATION","0007-8549","","COLL LANGUAGE ASSOC","CLA JOURNAL MOREHOUSE COLLEGE, ATLANTA, USA, GA, 30314","","Literature"
"CLASSICAL ANTIQUITY","0278-6656","0278-6656","UNIV CALIFORNIA PRESS","155 GRAND AVE, SUITE 400, OAKLAND, USA, CA, 94612-3758","","Classical Studies"
"CLASSICAL JOURNAL","0009-8353","2327-5812","CLASSICAL ASSOC MIDDLE WEST SOUTH, INC","PO BOX 5005, RANDOLPH-MACON COLL, ASHLAND, USA, VA, 23005-5505","","Classical Studies"
"CLASSICAL PHILOLOGY","0009-837X","1546-072X","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","","Literature"
"CLASSICAL QUARTERLY","0009-8388","1471-6844","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","","Classical Studies"
"CLASSICAL RECEPTIONS JOURNAL","1759-5134","1759-5142","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","Classical Studies"
"CLASSICAL REVIEW","0009-840X","1464-3561","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","","Classical Studies"
"CLASSICAL WORLD","0009-8418","1558-9234","CLASSICAL ASSOC ATLANTIC STATES","UNIV SCIENCES PHILADELPHIA, DEPT HUMANITIES, 600 SOUTH 43RD STREET, PHILADELPHIA, USA, PA, 19104-4495","","Classical Studies"
"CLCWEB-COMPARATIVE LITERATURE AND CULTURE","1481-4374","1481-4374","PURDUE UNIV PRESS","1207 SOUTH CAMPUS COURTS-E, W LAFAYETTE, USA, IN, 47907-1207","English","Literature"
"CLIO-A JOURNAL OF LITERATURE HISTORY AND THE PHILOSOPHY OF HISTORY","0884-2043","","INDIANA UNIV-PURDUE UNIV","CLIO, FT WAYNE, USA, IN, 46805","","General"
"CLIOMETRICA","1863-2505","1863-2513","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","History"
"CODESIGN-INTERNATIONAL JOURNAL OF COCREATION IN DESIGN AND THE ARTS","1571-0882","1745-3755","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","","Art & Architecture"
"COGNITIVE LINGUISTICS","0936-5907","1613-3641","DE GRUYTER MOUTON","GENTHINER STRASSE 13, BERLIN, GERMANY, 10785","English","Language & Linguistics"
"COLD WAR HISTORY","1468-2745","1743-7962","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","History"
"COLLEGE COMPOSITION AND COMMUNICATION","0010-096X","1939-9006","NATL COUNCIL TEACHERS ENGLISH","1111 KENYON RD, URBANA, USA, IL, 61801","","Literature"
"COLLEGE ENGLISH","0010-0994","2161-8178","NATL COUNCIL TEACHERS ENGLISH","1111 KENYON RD, URBANA, USA, IL, 61801","","Literature"
"COLLEGE LITERATURE","0093-3139","1542-4286","WEST CHESTER UNIV","SPECIAL FUNDS OFFICE, W CHESTER, USA, PA, 19383","","Literature"
"COLLOQUIA GERMANICA","0010-1338","0010-1338","FRANCKE VERLAG","DISCHINGERWEG 5, TUBINGEN, GERMANY, D-72070","","Language & Linguistics"
"COLOQUIO-LETRAS","0010-1451","","FUNDACAO CALOUSTE GULBENKIAN","AV BERNA 45, LISBON, PORTUGAL, 1093","","Literature"
"COMITATUS-A JOURNAL OF MEDIEVAL AND RENAISSANCE STUDIES","0069-6412","1557-0290","UNIV CALIF CNTR MEDIEVAL RENAISSANCE STUD","PO BOX 951485, LOS ANGELES, USA, CA, 90095-1485","","General"
"COMMUNICATION AND CRITICAL-CULTURAL STUDIES","1479-1420","1479-4233","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","General"
"COMPARATIVE CRITICAL STUDIES","1744-1854","1750-0109","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","","Literature"
"COMPARATIVE DRAMA","0010-4078","1936-1637","WESTERN MICHIGAN UNIV","DEPT ENGLISH, 1903 W MICHIGAN AVE, KALAMAZOO, USA, MI, 49008-5331","","Performing Arts"
"COMPARATIVE LITERATURE","0010-4124","1945-8517","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","","Literature"
