"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"REVIEWS IN FISHERIES SCIENCE & AQUACULTURE","2330-8249","2330-8257","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Fisheries"
"REVIEWS IN MEDICAL VIROLOGY","1052-9276","1099-1654","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Virology"
"REVIEWS IN THE NEUROSCIENCES","0334-1763","1607-8470","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Neurosciences"
"REVIEWS OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY","0179-5953","2197-6554","SPRINGER","233 SPRING STREET, NEW YORK, UNITED STATES, NY, 10013","Multi-Language","Toxicology | Environmental Sciences"
"REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY","0303-4240","1617-5786","SPRINGER-VERLAG BERLIN","HEIDELBERGER PLATZ 3, BERLIN, GERMANY, D-14197","English","Physiology | Pharmacology & Pharmacy | Biochemistry & Molecular Biology"
"REVIEWS ON ENVIRONMENTAL HEALTH","0048-7554","2191-0308","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Public, Environmental & Occupational Health | Environmental Sciences"
"RHEUMATIC DISEASE CLINICS OF NORTH AMERICA","0889-857X","1558-3163","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Rheumatology"
"ROYAL SOCIETY OPEN SCIENCE","2054-5703","2054-5703","ROYAL SOC","6-9 CARLTON HOUSE TERRACE, LONDON, ENGLAND, SW1Y 5AG","English","Multidisciplinary Sciences"
"SCIENCE PROGRESS","0036-8504","2047-7163","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Education, Scientific Disciplines"
"SCIENTIFIC AMERICAN","0036-8733","1946-7087","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Multidisciplinary Sciences"
"SCIENTIST","0890-3670","1547-0806","LABX MEDIA GROUP","PO BOX 216, 478 BAY ST, MIDLAND, CANADA, ONTARIO, L4R 1K9","English","Multidisciplinary Sciences | Information Science & Library Science"
"SEMINARS IN ARTHRITIS AND RHEUMATISM","0049-0172","1532-866X","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Rheumatology"
"SEMINARS IN CANCER BIOLOGY","1044-579X","1096-3650","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX","English","Oncology"
"SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY","1084-9521","1096-3634","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX","English","Developmental Biology | Cell Biology"
"SEMINARS IN HEARING","0734-0451","1098-8955","THIEME MEDICAL PUBL INC","333 SEVENTH AVE, NEW YORK, USA, NY, 10001","","Otorhinolaryngology"
"SEMINARS IN HEMATOLOGY","0037-1963","1532-8686","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Hematology"
"SEMINARS IN LIVER DISEASE","0272-8087","1098-8971","THIEME MEDICAL PUBL INC","333 SEVENTH AVE, NEW YORK, USA, NY, 10001","English","Gastroenterology & Hepatology"
"SEMINARS IN NEUROLOGY","0271-8235","1098-9021","THIEME MEDICAL PUBL INC","333 SEVENTH AVE, NEW YORK, USA, NY, 10001","English","Clinical Neurology"
"SEMINARS IN NUCLEAR MEDICINE","0001-2998","1558-4623","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Radiology, Nuclear Medicine & Medical Imaging"
"SEMINARS IN ONCOLOGY","0093-7754","1532-8708","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Oncology"
"SEMINARS IN PERINATOLOGY","0146-0005","1558-075X","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Obstetrics & Gynecology | Pediatrics"
"SEMINARS IN REPRODUCTIVE MEDICINE","1526-8004","1526-4564","THIEME MEDICAL PUBL INC","333 SEVENTH AVE, NEW YORK, USA, NY, 10001","English","Obstetrics & Gynecology | Reproductive Biology"
"SEMINARS IN ROENTGENOLOGY","0037-198X","1558-4658","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Radiology, Nuclear Medicine & Medical Imaging"
"SEMINARS IN SPEECH AND LANGUAGE","0734-0478","1098-9056","THIEME MEDICAL PUBL INC","333 SEVENTH AVE, NEW YORK, USA, NY, 10001","English","Rehabilitation | Audiology & Speech-Language Pathology | Linguistics"
"SEMINARS IN THROMBOSIS AND HEMOSTASIS","0094-6176","1098-9064","THIEME MEDICAL PUBL INC","333 SEVENTH AVE, NEW YORK, USA, NY, 10001","English","Hematology | Peripheral Vascular Disease"
"SEMINARS IN ULTRASOUND CT AND MRI","0887-2171","1558-5034","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Radiology, Nuclear Medicine & Medical Imaging"
"SERIE CONSERVACION DE LA NATURALEZA","0325-9625","","FUNDACION MIGUEL LILLO","MIGUEL LILLO 251, SAN MIGUEL DE TUCUMAN, ARGENTINA, T4000JFE","","Biodiversity Conservation"
"SOCIETY FOR NEUROSCIENCE ABSTRACT VIEWER AND ITINERARY PLANNER","","","SOC NEUROSCIENCE","11 DUPONT CIRCLE, NW, STE 500, WASHINGTON, USA, DC, 20036","","Neurosciences"
"STEM CELL REVIEWS AND REPORTS","2629-3269","2629-3277","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Medicine, Research & Experimental | Cell & Tissue Engineering | Cell Biology"
"SURVEY OF OPHTHALMOLOGY","0039-6257","1879-3304","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Ophthalmology"
"TISSUE ENGINEERING PART B-REVIEWS","1937-3368","1937-3376","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801","English","Cell & Tissue Engineering | Materials Science, Biomaterials | Cell Biology | Engineering, Biomedical"
"TOPICS IN COMPANION ANIMAL MEDICINE","1938-9736","1946-9837","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Veterinary Sciences"
"TOXIN REVIEWS","1556-9543","1556-9551","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Toxicology"
"TRAC-TRENDS IN ANALYTICAL CHEMISTRY","0165-9936","1879-3142","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Chemistry, Analytical"
"TRANSFUSION MEDICINE AND HEMOTHERAPY","1660-3796","1660-3818","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Hematology | Immunology"
"TRANSFUSION MEDICINE REVIEWS","0887-7963","1532-9496","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Hematology"
"TRENDS IN BIOCHEMICAL SCIENCES","0968-0004","1362-4326","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Biochemistry & Molecular Biology"
"TRENDS IN BIOTECHNOLOGY","0167-7799","1879-3096","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Biotechnology & Applied Microbiology"
"TRENDS IN CELL BIOLOGY","0962-8924","1879-3088","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Cell Biology"
"TRENDS IN ECOLOGY & EVOLUTION","0169-5347","1872-8383","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Evolutionary Biology | Genetics & Heredity | Ecology"
"TRENDS IN ENDOCRINOLOGY AND METABOLISM","1043-2760","1879-3061","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Endocrinology & Metabolism"
"TRENDS IN GENETICS","0168-9525","1362-4555","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Genetics & Heredity"
"TRENDS IN IMMUNOLOGY","1471-4906","1471-4981","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Immunology"
"TRENDS IN MICROBIOLOGY","0966-842X","1878-4380","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Microbiology | Biochemistry & Molecular Biology"
"TRENDS IN MOLECULAR MEDICINE","1471-4914","1471-499X","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Medicine, Research & Experimental | Biochemistry & Molecular Biology | Cell Biology"
"TRENDS IN NEUROSCIENCES","0166-2236","1878-108X","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Neurosciences"
"TRENDS IN PARASITOLOGY","1471-4922","1471-5007","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Parasitology"
"TRENDS IN PHARMACOLOGICAL SCIENCES","0165-6147","1873-3735","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Pharmacology & Pharmacy"
"TRENDS IN PLANT SCIENCE","1360-1385","1878-4372","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Plant Sciences"
"VERDAUUNGSKRANKHEITEN","0174-738X","0174-738X","DUSTRI-VERLAG DR KARL FEISTLE","BAHNHOFSTRASSE 9 POSTFACH 49, DEISENHOFEN-MUENCHEN, GERMANY, D-82032","","Gastroenterology & Hepatology"
"VERHANDLUNGEN DER GESELLSCHAFT FUER OKOLOGIE","0171-1113","","ECOLOGICAL SOC GERMANY AUSTRIA & SWITZERLAND","TECHNISCHE UNIV BERLIN, C/O INST ECOLOGY, ROTHENBURGSTR 12, BERLIN, GERMANY, D-12165","","Ecology"
"VITAMINS AND HORMONES","0083-6729","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Endocrinology & Metabolism | Biochemistry & Molecular Biology"
"WHO TECHNICAL REPORT SERIES","0512-3054","0512-3054","WORLD HEALTH ORGANIZATION","DISTRIBUTION & SALES SERVICE, GENEVA, SWITZERLAND, 1211 27","English","Public, Environmental & Occupational Health"
"WILEY INTERDISCIPLINARY REVIEWS-DEVELOPMENTAL BIOLOGY","1759-7684","1759-7692","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Developmental Biology"
"WILEY INTERDISCIPLINARY REVIEWS-NANOMEDICINE AND NANOBIOTECHNOLOGY","1939-5116","1939-0041","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Medicine, Research & Experimental | Nanoscience & Nanotechnology"
"WILEY INTERDISCIPLINARY REVIEWS-RNA","1757-7004","1757-7012","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Cell Biology"
"WILEY INTERDISCIPLINARY REVIEWS-SYSTEMS BIOLOGY AND MEDICINE","1939-5094","1939-005X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Medicine, Research & Experimental"
"WORLD REVIEW OF NUTRITION AND DIETETICS","0084-2230","1662-3975","KARGER","POSTFACH, BASEL, SWITZERLAND, CH-4009","English","Nutrition & Dietetics"
"WORLDS POULTRY SCIENCE JOURNAL","0043-9339","1743-4777","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Agriculture, Dairy & Animal Science"
