"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"JOURNAL OF BUSINESS AND PSYCHOLOGY","0889-3268","1573-353X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Psychiatry/Psychology"
"JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION","1050-6519","1552-4574","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Social Sciences, General"
"JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT","1611-1699","2029-4433","VILNIUS GEDIMINAS TECH UNIV","SAULETEKIO AL 11, VILNIUS, LITHUANIA, LT-10223","English","Economics & Business"
"JOURNAL OF BUSINESS & ECONOMIC STATISTICS","0735-0015","1537-2707","AMER STATISTICAL ASSOC","732 N WASHINGTON ST, ALEXANDRIA, USA, VA, 22314-1943","English","Economics & Business"
"JOURNAL OF BUSINESS ETHICS","0167-4544","1573-0697","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Economics & Business"
"JOURNAL OF BUSINESS FINANCE & ACCOUNTING","0306-686X","1468-5957","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics & Business"
"JOURNAL OF BUSINESS & INDUSTRIAL MARKETING","0885-8624","2052-1189","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","English","Economics & Business"
"JOURNAL OF BUSINESS LOGISTICS","0735-3766","2158-1592","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics & Business"
"JOURNAL OF BUSINESS RESEARCH","0148-2963","1873-7978","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Economics & Business"
"JOURNAL OF BUSINESS-TO-BUSINESS MARKETING","1051-712X","1547-0628","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Economics & Business"
"JOURNAL OF BUSINESS VENTURING","0883-9026","1873-2003","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Economics & Business"
"JOURNAL OF CACHEXIA SARCOPENIA AND MUSCLE","2190-5991","2190-6009","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Medicine"
"JOURNAL OF CAMEL PRACTICE AND RESEARCH","0971-6777","2277-8934","CAMEL PUBL HOUSE","67 GANDHI NAGAR WEST, NEAR LALGARH PALACE, BIKANER, INDIA, 334001","English","Plant & Animal Science"
"JOURNAL OF CANCER","1837-9664","1837-9664","IVYSPRING INT PUBL","PO BOX 4546, LAKE HAVEN, AUSTRALIA, NSW, 2263","English","Clinical Medicine"
"JOURNAL OF CANCER EDUCATION","0885-8195","1543-0154","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Clinical Medicine"
"JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY","0171-5216","1432-1335","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Clinical Medicine"
"JOURNAL OF CANCER RESEARCH AND THERAPEUTICS","0973-1482","1998-4138","WOLTERS KLUWER MEDKNOW PUBLICATIONS","WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, INDIA, 400059","English","Clinical Medicine"
"JOURNAL OF CANCER SURVIVORSHIP","1932-2259","1932-2267","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Clinical Medicine"
"JOURNAL OF CARBOHYDRATE CHEMISTRY","0732-8303","1532-2327","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Chemistry"
"JOURNAL OF CARDIAC FAILURE","1071-9164","1532-8414","CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS","CURTIS CENTER, INDEPENDENCE SQUARE WEST, PHILADELPHIA, USA, PA, 19106-3399","English","Clinical Medicine"
"JOURNAL OF CARDIAC SURGERY","0886-0440","1540-8191","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Medicine"
"JOURNAL OF CARDIOLOGY","0914-5087","1876-4738","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Clinical Medicine"
"JOURNAL OF CARDIOPULMONARY REHABILITATION AND PREVENTION","1932-7501","1932-751X","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Clinical Medicine"
"JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA","1053-0770","1532-8422","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Clinical Medicine"
"JOURNAL OF CARDIOTHORACIC SURGERY","1749-8090","1749-8090","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Clinical Medicine"
"JOURNAL OF CARDIOVASCULAR COMPUTED TOMOGRAPHY","1934-5925","1934-5925","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Clinical Medicine"
"JOURNAL OF CARDIOVASCULAR DEVELOPMENT AND DISEASE","2308-3425","2308-3425","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Clinical Medicine"
"JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY","1045-3873","1540-8167","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Medicine"
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","1097-6647","1532-429X","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Clinical Medicine"
"JOURNAL OF CARDIOVASCULAR MEDICINE","1558-2027","1558-2035","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Clinical Medicine"
"JOURNAL OF CARDIOVASCULAR NURSING","0889-4655","1550-5049","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Clinical Medicine"
"JOURNAL OF CARDIOVASCULAR PHARMACOLOGY","0160-2446","1533-4023","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Pharmacology & Toxicology"
"JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS","1074-2484","1940-4034","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Pharmacology & Toxicology"
"JOURNAL OF CARDIOVASCULAR SURGERY","0021-9509","1827-191X","EDIZIONI MINERVA MEDICA","CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126","English","Clinical Medicine"
"JOURNAL OF CARDIOVASCULAR TRANSLATIONAL RESEARCH","1937-5387","1937-5395","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Clinical Medicine"
"JOURNAL OF CAREER ASSESSMENT","1069-0727","1552-4590","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Psychiatry/Psychology"
"JOURNAL OF CAREER DEVELOPMENT","0894-8453","1556-0856","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Psychiatry/Psychology"
"JOURNAL OF CATALYSIS","0021-9517","1090-2694","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Chemistry"
"JOURNAL OF CATARACT AND REFRACTIVE SURGERY","0886-3350","1873-4502","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Clinical Medicine"
"JOURNAL OF CAUSAL INFERENCE","2193-3677","2193-3685","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Mathematics"
"JOURNAL OF CAVE AND KARST STUDIES","1090-6924","2331-3714","NATL SPELEOLOGICAL SOC","2813 CAVE AVE, HUNTSVILLE, USA, AL, 35810-4431","English","Geosciences"
"JOURNAL OF CELL BIOLOGY","0021-9525","1540-8140","ROCKEFELLER UNIV PRESS","950 THIRD AVE, 2ND FLR, NEW YORK, USA, NY, 10022","English","Molecular Biology & Genetics"
"JOURNAL OF CELL COMMUNICATION AND SIGNALING","1873-9601","1873-961X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Molecular Biology & Genetics"
"JOURNAL OF CELL SCIENCE","0021-9533","1477-9137","COMPANY BIOLOGISTS LTD","BIDDER BUILDING, STATION RD, HISTON, CAMBRIDGE, ENGLAND, CB24 9LF","English","Molecular Biology & Genetics"
"JOURNAL OF CELLULAR AND MOLECULAR MEDICINE","1582-1838","1582-4934","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Molecular Biology & Genetics"
"JOURNAL OF CELLULAR AUTOMATA","1557-5969","1557-5977","OLD CITY PUBLISHING INC","628 NORTH 2ND ST, PHILADELPHIA, USA, PA, 19123","English","Computer Science"
"JOURNAL OF CELLULAR BIOCHEMISTRY","0730-2312","1097-4644","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Molecular Biology & Genetics"
"JOURNAL OF CELLULAR PHYSIOLOGY","0021-9541","1097-4652","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Molecular Biology & Genetics"
"JOURNAL OF CELLULAR PLASTICS","0021-955X","1530-7999","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Chemistry"
"JOURNAL OF CENTRAL SOUTH UNIVERSITY","2095-2899","2227-5223","JOURNAL OF CENTRAL SOUTH UNIV","EDITORIAL OFF, CHANGSHA, CHINA MAINLAND, HUNAN, PEOPLES R CHINA, 410083","English","Materials Science"
"JOURNAL OF CERAMIC PROCESSING RESEARCH","1229-9162","1229-9162","KOREAN ASSOC CRYSTAL GROWTH, INC","SUNGDONG POST OFFICE, P O BOX 27, SEOUL, SOUTH KOREA, 133-600","English","Materials Science"
"JOURNAL OF CERAMIC SCIENCE AND TECHNOLOGY","2190-9385","2190-9385","GOLLER VERLAG GMBH","ASCHMATTSTRASSE 8, BADEN BADEN, GERMANY, D-76532","English","Materials Science"
"JOURNAL OF CEREAL SCIENCE","0733-5210","1095-9963","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX","English","Agricultural Sciences"
"JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM","0271-678X","1559-7016","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Neuroscience & Behavior"
"JOURNAL OF CHEMICAL AND ENGINEERING DATA","0021-9568","1520-5134","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry"
"JOURNAL OF CHEMICAL CRYSTALLOGRAPHY","1074-1542","1572-8854","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013","English","Chemistry"
"JOURNAL OF CHEMICAL ECOLOGY","0098-0331","1573-1561","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Environment/Ecology"
"JOURNAL OF CHEMICAL EDUCATION","0021-9584","1938-1328","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry"
"JOURNAL OF CHEMICAL ENGINEERING OF JAPAN","0021-9592","0021-9592","SOC CHEMICAL ENG JAPAN","KYORITSU BUILDING 4-16-19 KOHINATA, BUNKYO KU TOKYO, JAPAN, 112","English","Chemistry"
"JOURNAL OF CHEMICAL INFORMATION AND MODELING","1549-9596","1549-960X","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry"
"JOURNAL OF CHEMICAL NEUROANATOMY","0891-0618","1873-6300","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Neuroscience & Behavior"
"JOURNAL OF CHEMICAL PHYSICS","0021-9606","1089-7690","AMER INST PHYSICS","1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501","English","Chemistry"
"JOURNAL OF CHEMICAL RESEARCH","1747-5198","2047-6507","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","Multi-Language","Chemistry"
"JOURNAL OF CHEMICAL SCIENCES","0974-3626","0973-7103","INDIAN ACAD SCIENCES","C V RAMAN AVENUE, SADASHIVANAGAR, P B #8005, BANGALORE, INDIA, 560 080","English","Chemistry"
"JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY","0268-2575","1097-4660","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Chemistry"
"JOURNAL OF CHEMICAL THEORY AND COMPUTATION","1549-9618","1549-9626","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry"
"JOURNAL OF CHEMICAL THERMODYNAMICS","0021-9614","1096-3626","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX","English","Chemistry"
"JOURNAL OF CHEMINFORMATICS","1758-2946","1758-2946","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Computer Science"
"JOURNAL OF CHEMISTRY","2090-9063","2090-9071","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Chemistry"
"JOURNAL OF CHEMOMETRICS","0886-9383","1099-128X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Chemistry"
"JOURNAL OF CHEMOTHERAPY","1120-009X","1973-9478","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Pharmacology & Toxicology"
"JOURNAL OF CHILD & ADOLESCENT SUBSTANCE ABUSE","1067-828X","1547-0652","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Social Sciences, General"
"JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY","1044-5463","1557-8992","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801","English","Psychiatry/Psychology"
"JOURNAL OF CHILD AND FAMILY STUDIES","1062-1024","1573-2843","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Psychiatry/Psychology"
"JOURNAL OF CHILD HEALTH CARE","1367-4935","1741-2889","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Clinical Medicine"
"JOURNAL OF CHILD LANGUAGE","0305-0009","1469-7602","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Psychiatry/Psychology"
"JOURNAL OF CHILD NEUROLOGY","0883-0738","1708-8283","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Neuroscience & Behavior"
"JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY","0021-9630","1469-7610","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Psychiatry/Psychology"
"JOURNAL OF CHILDREN AND MEDIA","1748-2798","1748-2801","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Social Sciences, General"
"JOURNAL OF CHILDRENS ORTHOPAEDICS","1863-2521","1863-2548","BRITISH EDITORIAL SOC BONE & JOINT SURGERY","22 BUCKINGHAM STREET, LONDON, ENGLAND, WC2N 6ET","English","Clinical Medicine"
"JOURNAL OF CHILD SEXUAL ABUSE","1053-8712","1547-0679","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Psychiatry/Psychology"
"JOURNAL OF CHINESE GOVERNANCE","2381-2346","2381-2354","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Social Sciences, General"
"JOURNAL OF CHINESE LINGUISTICS","0091-3723","0091-3723","JOURNAL CHINESE LINGUISTICS","CHINESE UNIV HONG KONG, SHATIN, NEW TERRITORIES, PEOPLES R CHINA, HONG KONG, 00000","English","Social Sciences, General"
"JOURNAL OF CHINESE POLITICAL SCIENCE","1080-6954","1874-6357","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Social Sciences, General"
"JOURNAL OF CHOICE MODELLING","1755-5345","1755-5345","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Economics & Business"
"JOURNAL OF CHROMATOGRAPHIC SCIENCE","0021-9665","1945-239X","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Chemistry"
"JOURNAL OF CHROMATOGRAPHY A","0021-9673","1873-3778","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Chemistry"
"JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES","1570-0232","1873-376X","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Chemistry"
"JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS","0218-1266","1793-6454","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","English","Engineering"
"JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT","1392-3730","1822-3605","VILNIUS GEDIMINAS TECH UNIV","SAULETEKIO AL 11, VILNIUS, LITHUANIA, LT-10223","English","Engineering"
"JOURNAL OF CIVIL ENGINEERING EDUCATION","2643-9107","2643-9115","ASCE-AMER SOC CIVIL ENGINEERS","1801 ALEXANDER BELL DR, RESTON, USA, VA, 20191-4400","","Engineering"
"JOURNAL OF CIVIL STRUCTURAL HEALTH MONITORING","2190-5452","2190-5479","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Engineering"
"JOURNAL OF CLASSIFICATION","0176-4268","1432-1343","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Social Sciences, General"
"JOURNAL OF CLEANER PRODUCTION","0959-6526","1879-1786","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Engineering"
"JOURNAL OF CLIMATE","0894-8755","1520-0442","AMER METEOROLOGICAL SOC","45 BEACON ST, BOSTON, USA, MA, 02108-3693","English","Geosciences"
"JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","1380-3395","1744-411X","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Neuroscience & Behavior"
"JOURNAL OF CLINICAL AND TRANSLATIONAL HEPATOLOGY","2225-0719","2310-8819","XIA & HE PUBLISHING INC","14090 SOUTHWEST FREEWAY, STE 300, SUGAR LAND, USA, TX, 77478","","Clinical Medicine"
"JOURNAL OF CLINICAL ANESTHESIA","0952-8180","1873-4529","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Clinical Medicine"
"JOURNAL OF CLINICAL APHERESIS","0733-2459","1098-1101","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Medicine"
"JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION","0912-0009","1880-5086","JOURNAL CLINICAL BIOCHEMISTRY & NUTRITION","KYOTO PREFECTURAL UNIV MED, GRAD SCH MEDICAL SCIENCE, DEPT MOLECULAR GASTROENTEROLOGY & HEPATOLOGY, KYOTO, JAPAN, 602-8566","English","Clinical Medicine"
"JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY","1537-4416","1537-4424","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Psychiatry/Psychology"
"JOURNAL OF CLINICAL DENSITOMETRY","1094-6950","1559-0747","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Clinical Medicine"
"JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM","0021-972X","1945-7197","ENDOCRINE SOC","2055 L ST NW, SUITE 600, WASHINGTON, USA, DC, 20036","English","Clinical Medicine"
"JOURNAL OF CLINICAL EPIDEMIOLOGY","0895-4356","1878-5921","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Social Sciences, General"
"JOURNAL OF CLINICAL GASTROENTEROLOGY","0192-0790","1539-2031","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Clinical Medicine"
"JOURNAL OF CLINICAL HYPERTENSION","1524-6175","1751-7176","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Medicine"
"JOURNAL OF CLINICAL IMMUNOLOGY","0271-9142","1573-2592","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013","English","Immunology"
"JOURNAL OF CLINICAL INVESTIGATION","0021-9738","1558-8238","AMER SOC CLINICAL INVESTIGATION INC","2015 MANCHESTER RD, ANN ARBOR, USA, MI, 48104","English","Clinical Medicine"
"JOURNAL OF CLINICAL LABORATORY ANALYSIS","0887-8013","1098-2825","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030","English","Clinical Medicine"
"JOURNAL OF CLINICAL LIPIDOLOGY","1933-2874","1876-4789","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Pharmacology & Toxicology"
"JOURNAL OF CLINICAL MEDICINE","2077-0383","2077-0383","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Clinical Medicine"
"JOURNAL OF CLINICAL MICROBIOLOGY","0095-1137","1098-660X","AMER SOC MICROBIOLOGY","1752 N ST NW, WASHINGTON, USA, DC, 20036-2904","English","Microbiology"
"JOURNAL OF CLINICAL MONITORING AND COMPUTING","1387-1307","1573-2614","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Clinical Medicine"
"JOURNAL OF CLINICAL NEUROLOGY","1738-6586","2005-5013","KOREAN NEUROLOGICAL ASSOC","1111 DAEIL BLD, 43 INSA-DONG, JONGNO-GU, SEOUL, SOUTH KOREA, 110-741","English","Neuroscience & Behavior"
"JOURNAL OF CLINICAL NEUROPHYSIOLOGY","0736-0258","1537-1603","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Neuroscience & Behavior"
"JOURNAL OF CLINICAL NEUROSCIENCE","0967-5868","1532-2653","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Neuroscience & Behavior"
"JOURNAL OF CLINICAL NURSING","0962-1067","1365-2702","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Medicine"
"JOURNAL OF CLINICAL ONCOLOGY","0732-183X","1527-7755","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Clinical Medicine"
"JOURNAL OF CLINICAL PATHOLOGY","0021-9746","1472-4146","BMJ PUBLISHING GROUP","BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR","English","Clinical Medicine"
"JOURNAL OF CLINICAL PEDIATRIC DENTISTRY","1053-4628","1557-5268","JOURNAL PEDODONTICS INC","5724 HIGHWAY 280 EAST, BIRMINGHAM, USA, AL, 35242","English","Clinical Medicine"
"JOURNAL OF CLINICAL PERIODONTOLOGY","0303-6979","1600-051X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","Multi-Language","Clinical Medicine"
"JOURNAL OF CLINICAL PHARMACOLOGY","0091-2700","1552-4604","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Pharmacology & Toxicology"
"JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS","0269-4727","1365-2710","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Pharmacology & Toxicology"
"JOURNAL OF CLINICAL PSYCHIATRY","0160-6689","1555-2101","PHYSICIANS POSTGRADUATE PRESS","P O BOX 752870, MEMPHIS, USA, TN, 38175-2870","English","Psychiatry/Psychology"
"JOURNAL OF CLINICAL PSYCHOLOGY","0021-9762","1097-4679","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Psychiatry/Psychology"
"JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS","1068-9583","1573-3572","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013","English","Psychiatry/Psychology"
"JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY","0271-0749","1533-712X","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Neuroscience & Behavior"
"JOURNAL OF CLINICAL RESEARCH IN PEDIATRIC ENDOCRINOLOGY","1308-5727","1308-5735","GALENOS YAYINCILIK","MOLLA GURANI MAHALLESI KACAMAK SOKAK NO 21, FINDIKZADE, Turkey, ISTANBUL, 34093","English","Clinical Medicine"
"JOURNAL OF CLINICAL SLEEP MEDICINE","1550-9389","1550-9397","AMER ACAD SLEEP MEDICINE","2510 N FRONTAGE RD, DARIEN, USA, IL, 60561","English","Neuroscience & Behavior"
"JOURNAL OF CLINICAL SPORT PSYCHOLOGY","1932-9261","1932-927X","HUMAN KINETICS PUBL INC","1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200","English","Psychiatry/Psychology | Social Sciences, General"
"JOURNAL OF CLINICAL ULTRASOUND","0091-2751","1097-0096","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Medicine"
